bl_bi24latitude,bl_bi24longitude,bl_dw15,bl_dw16,bl_dw19,bl_dw20,bl_dw21,bl_dw23,bl_dw25,bl_dw31,bl_dw32,bl_dw33,bl_dw34,bl_dw36,bl_dw39,bl_dw40,bl_dw41,bl_dw42,bl_dw44,bl_dw45,bl_dw46,bl_dw47,bl_dw52,bl_dw53,bl_dw54,bl_dw56,bl_dw57,bl_dw59,bl_dw61,bl_dw63,bl_dw64,bl_dw72,bl_dw73,bl_sd13,bl_sd14,bl_sd15,bl_sd24_piazza,bl_sd24_leghar,bl_sd26,bl_sd27,bl_sd28,bl_sd33,bl_sd35,bl_sd36,bl_sd43,bl_sd45,bl_sd46,bl_sd48,bl_sd49,bl_sd50,bl_sd51,a01
8.7904835,38.9991,Private delivery (e.g. by horse or carried),Outside the yard,No,,No,No,Dissatisfied,No,Rainwater,In own yard/plot,,No,Pit latrine,Shallow (less than 3 meters),No,,Garbage pit/buried,2,Yes,Bi-weekly,Discharge in open area/compound,No,Yes,Yes,Utility company/government,Other (specify),Yes,3,1,Electric connection through power lines/solar power,Animal Dung,Gravel,"Yes, very safe","Yes, always",150,90,5,5,60,No,5,Satisfied,No,2.5,15,Satisfied,Very Satisfied,Satisfied,Satisfied,2138
8.7469139,38.987934,Home Piped Water,In own yard/plot,Yes,2,No,Yes,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Collected by local authority,20,Yes,Bi-weekly,Discharge into sewer,Yes,,Yes,Utility company/government,Card,Yes,3,6,Electric connection through power lines/solar power,Electricity,Cobblestone,"Yes, very safe","Yes, always",90,80,2,2,60,Yes,5,Satisfied,Yes,4,30,Dissatisfied,Satisfied,Satisfied,Dissatisfied,2139
8.7439327,38.995018,Home Piped Water,In own yard/plot,Yes,1,No,No,Very Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,5,Collected by local authority,10,Yes,Weekly,Discharge in open area/compound,Yes,,Yes,Utility company/government,Paper bill,Yes,6,5,Electric connection through power lines/solar power,Fire Wood,Cobblestone,"Yes, very safe","Yes, always",120,110,10,5,70,Yes,.5,Very Satisfied,No,.25,15,Satisfied,Satisfied,Satisfied,Satisfied,2140
8.794898,39.000355,Home Piped Water,In own yard/plot,Yes,2,No,Yes,Neutral,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,3,Burning,40,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Card,No,5,6,Electric connection through power lines/solar power,Electricity,Dirt,"Yes, somewhat safe","Yes, most of the time",90,80,5,5,60,Yes,5,Neutral,Yes,3.5,40,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,2141
8.7382488,38.990604,Home Piped Water,In own yard/plot,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,6,Collected by local authority,10,Yes,Weekly,Discharge in open area/compound,No,No,Yes,Utility company/government,Other (specify),Yes,3,6,Electric connection through power lines/solar power,Fire Wood,Cobblestone,"Yes, very safe","Yes, always",120,90,10,10,60,No,5,Neutral,No,6,20,Neutral,Neutral,Neutral,Neutral,2142
8.7394466,38.990429,Home Piped Water,In own yard/plot,Yes,2,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,3,Collected by local authority,10,Yes,Bi-weekly,Discharge into drains,Yes,,Yes,Utility company/government,Other (specify),Yes,3,1,Electric connection through power lines/solar power,No Food Cooked,Cobblestone,"Yes, very safe","Yes, always",120,100,5,5,90,Yes,3,Dissatisfied,No,2,20,Satisfied,Satisfied,Satisfied,Satisfied,2143
8.7487297,38.9949,Home Piped Water,In own household,Yes,5,No,No,Very Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,2,Collected by local authority,2,Yes,Weekly,Discharge into sewer,Yes,,Yes,Utility company/government,Card,Yes,12,5,Electric connection through power lines/solar power,Electricity,Cobblestone,"Yes, very safe","Yes, always",60,45,2,2,40,Yes,1,Very Satisfied,Yes,.5,10,Dissatisfied,Satisfied,Satisfied,Satisfied,2144
8.7408915,38.989929,Home Piped Water,In own yard/plot,Yes,15,No,Yes,Dissatisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),Yes,5,Collected by private firm,30,Yes,Bi-weekly,Discharge into sewer,Yes,,Yes,Utility company/government,Cash to neighbors,Yes,10,8,Electric connection through power lines/solar power,Fire Wood,Cobblestone,"Yes, very safe","Yes, always",120,120,10,10,45,Yes,1.5,Satisfied,Yes,.02,5,Dissatisfied,Satisfied,Satisfied,Satisfied,2145
8.7427063,38.993664,Home Piped Water,In own yard/plot,Yes,1,Yes,Yes,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,1,Burning,1,Yes,Monthly,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,3,1,Electric connection through power lines/solar power,Electricity,Cobblestone,"Yes, very safe","Yes, always",120,60,20,20,45,Yes,1,Satisfied,Yes,.0099999998,5,Neutral,Satisfied,Satisfied,Neutral,2146
8.7376356,38.990959,Public Tap /Standpipe Water,Outside the yard,Yes,2,No,No,Neutral,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,5,Skip (dumpster),2,No,,Discharge in open area/compound,Yes,,Yes,Utility company/government,Paper bill,Yes,1,.25,Electric connection through power lines/solar power,Electricity,Cobblestone,"Yes, very safe","Yes, always",120,90,5,5,60,No,2,Neutral,No,1,10,Satisfied,Satisfied,Satisfied,Dissatisfied,2147
8.7447777,38.996719,Home Piped Water,In own yard/plot,No,,No,No,Neutral,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,4,Collected by local authority,20,Yes,Weekly,Discharge into sewer,Yes,,Yes,Utility company/government,Paper bill,Yes,2,1,Electric connection through power lines/solar power,Animal Dung,Cobblestone,"Yes, very safe","Yes, always",150,100,1,1,60,Yes,.0099999998,Satisfied,No,1,15,Satisfied,Satisfied,Satisfied,Satisfied,2148
8.7487068,38.991417,Home Piped Water,In own yard/plot,Yes,1,Yes,No,Very Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,1,Collected by local authority,15,Yes,Bi-weekly,Discharge into sewer,Yes,,Yes,Utility company/government,Cash to neighbors,Yes,1,.5,Electric connection through power lines/solar power,Electricity,Cobblestone,"Yes, very safe","Yes, always",120,90,5,5,60,Yes,.0099999998,Satisfied,Yes,.0099999998,5,Satisfied,Satisfied,Satisfied,Satisfied,2149
8.7387943,38.997444,Home Piped Water,In own yard/plot,No,,Yes,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,2,Collected by local authority,5,Yes,Weekly,Discharge in open area/compound,No,No,Yes,Utility company/government,Other (specify),Yes,4,.25,Electric connection through power lines/solar power,Charcoal,Cobblestone,"Yes, very safe","Yes, always",120,110,5,2,60,No,.5,Satisfied,No,.5,10,Satisfied,Satisfied,Satisfied,Satisfied,2150
8.8172092,38.99102,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Very Satisfied,No,Rainwater,In own yard/plot,,Yes,Pit latrine,Deep (more than 3 meters),No,,Garbage pit/buried,3,No,,Discharge in open area/compound,No,No,No,,,,,,Torch/flashlight/electric lantern,Animal Dung,Gravel,"Yes, very safe","Yes, always",150,120,60,60,90,Yes,8,Satisfied,Yes,1,30,Satisfied,Dissatisfied,Dissatisfied,Satisfied,2151
8.8187094,38.991997,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Dissatisfied,No,Rainwater,In own yard/plot,,No,No facility/bush,,No,,Skip (dumpster),2,No,,Discharge in open area/compound,No,No,Yes,Solar,Other (specify),No,0,,Electric connection through power lines/solar power,Animal Dung,Dirt,"Yes, somewhat safe",Rarely,180,150,60,60,90,Yes,10,Dissatisfied,Yes,5,60,Satisfied,Satisfied,Satisfied,Satisfied,2152
8.739933,38.996597,Home Piped Water,In own yard/plot,Yes,2,Yes,No,Satisfied,No,Rainwater,In own yard/plot,,Yes,Pit latrine,Shallow (less than 3 meters),Yes,3,Collected by local authority,10,Yes,Weekly,A hole in the yard or outside,No,No,Yes,Utility company/government,Paper bill,Yes,5,.5,Electric connection through power lines/solar power,Electricity,Dirt,"Yes, somewhat safe","Yes, most of the time",180,120,10,10,60,Yes,4,Dissatisfied,Yes,2,15,Dissatisfied,Satisfied,Satisfied,Dissatisfied,2153
8.8353996,39.00153,Private delivery (e.g. by horse or carried),Outside the yard,Yes,30,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Garbage pit/buried,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,30,4,Electric connection through power lines/solar power,Animal Dung,Dirt,"No, somewhat unsafe",Rarely,120,180,60,15,60,No,5,Dissatisfied,Yes,.5,30,Satisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,2154
8.7443323,38.992531,Private delivery (e.g. by horse or carried),Outside the yard,Yes,3,No,No,Satisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),Yes,1,Collected by local authority,5,Yes,Weekly,Discharge in open area/compound,Yes,,Yes,Utility company/government,Cash to neighbors,Yes,2,3,Electric connection through power lines/solar power,Animal Dung,Cobblestone,"Yes, very safe","Yes, always",120,110,5,5,60,Yes,4,Satisfied,Yes,.5,5,Satisfied,Satisfied,Satisfied,Satisfied,2155
8.7455568,38.993568,Home Piped Water,In own yard/plot,No,,No,No,Very Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,5,Collected by local authority,5,Yes,Weekly,A hole in the yard or outside,Yes,,Yes,Utility company/government,Other (specify),Yes,0,,Electric connection through power lines/solar power,Animal Dung,Cobblestone,"Yes, very safe","Yes, always",70,60,5,5,45,Yes,3,Satisfied,Yes,1,10,Satisfied,Satisfied,Satisfied,Satisfied,2156
8.7439489,38.995064,Home Piped Water,In own yard/plot,Yes,3,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Collected by local authority,3,Yes,Bi-weekly,A hole in the yard or outside,No,No,Yes,Utility company/government,Paper bill,Yes,20,3,Electric connection through power lines/solar power,Electricity,Cobblestone,"Yes, very safe","Yes, always",180,150,15,15,60,Yes,3,Satisfied,No,1,5,Satisfied,Satisfied,Satisfied,Satisfied,2157
8.8184414,38.99371,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Very Satisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Skip (dumpster),5,No,,Discharge in open area/compound,No,No,No,,,,,,Torch/flashlight/electric lantern,Animal Dung,Gravel,"Yes, somewhat safe","Yes, most of the time",180,150,40,40,68,No,6,Satisfied,Yes,.80000001,15,Satisfied,Very Satisfied,Very Satisfied,Satisfied,2158
8.837409,38.991249,Public Tap /Standpipe Water,Outside the yard,Yes,15,No,No,Dissatisfied,No,Surface water (Pond/Stream),Outside the yard,5,No,No facility/bush,,No,,Skip (dumpster),5,No,,Discharge in open area/compound,No,No,No,,,,,,Torch/flashlight/electric lantern,Animal Dung,Dirt,"No, somewhat unsafe",Rarely,180,170,60,60,90,Yes,5,Satisfied,Yes,.5,6,Satisfied,Dissatisfied,Satisfied,Dissatisfied,2159
8.8284245,38.991306,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Satisfied,Yes,,,,,No facility/bush,,No,,Dumped,2,No,,Discharge in open area/compound,No,No,No,,,,,,Oil/kerosene lantern,Animal Dung,Dirt,"No, somewhat unsafe",Rarely,180,150,60,60,90,Yes,1.5,Satisfied,Yes,.0099999998,5,Very Satisfied,Satisfied,Satisfied,Dissatisfied,2160
8.8398952,38.990082,Public Tap /Standpipe Water,Outside the yard,Yes,7,No,No,Satisfied,Yes,,,,,No facility/bush,,No,,Dumped,1,No,,Discharge in open area/compound,No,No,No,,,,,,Oil/kerosene lantern,Animal Dung,Gravel,"Yes, very safe","Yes, always",180,150,60,60,90,Yes,5,Very Satisfied,Yes,3,15,Satisfied,Satisfied,Satisfied,Satisfied,2161
8.8327923,38.992203,Public Tap /Standpipe Water,Outside the yard,Yes,7,No,No,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Garbage pit/buried,5,No,,Discharge in open area/compound,No,No,No,,,,,,Torch/flashlight/electric lantern,Animal Dung,Dirt,"Yes, somewhat safe","Yes, most of the time",180,150,60,60,90,Yes,8,Satisfied,Yes,1,15,Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,2162
8.8352509,38.991806,Public Tap /Standpipe Water,Outside the yard,No,,No,Yes,Very Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Garbage pit/buried,2,No,,Discharge in open area/compound,No,No,Yes,Solar,Other (specify),No,3,24,Electric connection through power lines/solar power,Animal Dung,Dirt,"No, somewhat unsafe",Rarely,120,90,45,45,60,Yes,3,Satisfied,Yes,2,15,Very Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,2163
8.8405237,38.993172,Surface water (Pond/Stream),Outside the yard,No,,No,Yes,Very Dissatisfied,No,Surface water (Pond/Stream),Outside the yard,4,Yes,No facility/bush,,No,,Skip (dumpster),5,No,,Discharge in open area/compound,No,No,No,,,,,,Torch/flashlight/electric lantern,Fire Wood,Dirt,"Yes, somewhat safe","Yes, most of the time",180,160,60,60,100,Yes,4,Satisfied,No,2,10,Satisfied,Dissatisfied,Dissatisfied,Satisfied,2164
8.8245401,38.991516,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Very Satisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),Yes,1,Skip (dumpster),5,No,,Discharge in open area/compound,No,No,No,,,,,,Torch/flashlight/electric lantern,Straw/Shrubs/Grass,Dirt,"No, very unsafe","No, not at all",180,150,60,60,90,No,8,Dissatisfied,Yes,1,30,Satisfied,Dissatisfied,Satisfied,Dissatisfied,2165
8.8511257,38.988712,Protected spring water,Outside the yard,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Skip (dumpster),2,No,,Discharge in open area/compound,No,No,No,,,,,,Oil/kerosene lantern,Fire Wood,Dirt,"No, somewhat unsafe",Rarely,180,150,120,90,90,Yes,12,Satisfied,Yes,3,45,Satisfied,Satisfied,Satisfied,Satisfied,2166
8.8472595,38.992313,Surface water (Pond/Stream),Outside the yard,No,,No,No,Very Dissatisfied,Yes,,,,,No facility/bush,,No,,Skip (dumpster),2,No,,Discharge in open area/compound,No,No,No,,,,,,Torch/flashlight/electric lantern,Animal Dung,Dirt,"Yes, somewhat safe","Yes, most of the time",180,160,60,60,90,No,5,Very Satisfied,Yes,1,30,Satisfied,Very Satisfied,Satisfied,Satisfied,2167
8.8477526,38.989841,Protected spring water,Outside the yard,No,,No,No,Satisfied,No,Surface water (Pond/Stream),Outside the yard,5,No,Pit latrine,Deep (more than 3 meters),No,,Garbage pit/buried,2,No,,Discharge in open area/compound,No,No,No,,,,,,Torch/flashlight/electric lantern,Animal Dung,Dirt,"Yes, somewhat safe","Yes, most of the time",180,150,90,90,120,No,10,Satisfied,Yes,2,30,Satisfied,Satisfied,Satisfied,Satisfied,2168
8.8664093,38.99041,Surface water (Pond/Stream),Outside the yard,No,,No,Yes,Very Dissatisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),No,,Skip (dumpster),2,No,,Discharge in open area/compound,No,No,No,,,,,,Torch/flashlight/electric lantern,Animal Dung,Dirt,"No, very unsafe","No, not at all",180,170,60,60,90,Yes,3,Satisfied,Yes,3,45,Satisfied,Satisfied,Satisfied,Satisfied,2169
8.8650169,38.988506,Surface water (Pond/Stream),Outside the yard,No,,No,No,Dissatisfied,Yes,,,,,No facility/bush,,No,,Dumped,2,No,,Discharge in open area/compound,No,No,No,,,,,,Electric connection through power lines/solar power,Animal Dung,Dirt,"No, very unsafe","No, not at all",180,160,90,90,150,No,60,Satisfied,Yes,2,60,Satisfied,Satisfied,Satisfied,Satisfied,2170
8.8644066,38.991962,Surface water (Pond/Stream),Outside the yard,Don't know,,No,No,Very Dissatisfied,Yes,,,,,No facility/bush,,No,,Dumped,5,No,,Discharge in open area/compound,No,No,No,,,,,,Oil/kerosene lantern,Animal Dung,Dirt,"No, very unsafe","No, not at all",240,220,60,60,110,Yes,3,Satisfied,Yes,4,60,Satisfied,Neutral,Satisfied,Satisfied,2171
8.7470179,38.984798,Home Piped Water,In own yard/plot,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),Yes,3,Collected by private firm,40,Yes,Bi-weekly,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,15,3,Electric connection through power lines/solar power,Electricity,Cobblestone,"Yes, very safe","Yes, always",180,160,5,5,60,No,1,Satisfied,Yes,2,30,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,2172
8.6698456,39.039368,Protected dug well,Outside the yard,Yes,1,No,No,Very Dissatisfied,No,Rainwater,In own yard/plot,,Yes,Pit latrine,Deep (more than 3 meters),No,,Garbage pit/buried,2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,No,1,10,Electric connection through power lines/solar power,Animal Dung,Dirt,"Yes, somewhat safe",Rarely,140,130,10,20,130,No,.5,Dissatisfied,Yes,.80000001,10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,2173
8.6767282,39.037685,Home Piped Water,In own yard/plot,Yes,10,No,No,Very Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,1,Burning,2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,6,4,Electric connection through power lines/solar power,Animal Dung,Gravel,"Yes, very safe","Yes, always",60,40,5,5,30,No,.0099999998,Satisfied,Yes,.80000001,10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,2174
8.6694822,39.036873,Public Tap /Standpipe Water,In own yard/plot,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Garbage pit/buried,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,3,3,Electric connection through power lines/solar power,Animal Dung,Gravel,"Yes, very safe","Yes, always",120,115,30,30,60,Yes,1,Satisfied,Yes,.5,15,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,2175
8.6717339,39.036362,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Very Satisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),No,,Garbage pit/buried,2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,0,,Electric connection through power lines/solar power,Animal Dung,Gravel,"Yes, very safe","Yes, always",240,220,5,5,180,Yes,.5,Satisfied,Yes,1,10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,2176
8.6703768,39.037209,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Very Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Garbage pit/buried,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,2,6,Electric connection through power lines/solar power,Animal Dung,Gravel,"Yes, very safe","Yes, always",180,120,30,30,90,Yes,5,Very Satisfied,Yes,2,15,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,2177
8.673254,39.038589,Public Tap /Standpipe Water,Outside the yard,Yes,1,No,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Garbage pit/buried,2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,0,,Electric connection through power lines/solar power,Animal Dung,Dirt,"No, somewhat unsafe","No, not at all",180,150,15,15,90,Yes,5,Satisfied,Yes,1,10,Very Satisfied,Very Satisfied,Satisfied,Satisfied,2178
8.675168,39.037453,Protected dug well,Outside the yard,Yes,4,No,No,Very Satisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),No,,Skip (dumpster),5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,3,10,Electric connection through power lines/solar power,Animal Dung,Dirt,"Yes, somewhat safe","Yes, most of the time",180,120,90,10,10,Yes,8,Satisfied,Yes,1,10,Very Satisfied,Satisfied,Satisfied,Very Satisfied,2179
8.6789961,39.042473,Home Piped Water,Outside the yard,No,,No,No,Very Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Burning,2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Card,No,5,1,Electric connection through power lines/solar power,Fire Wood,Tarmac/asphalt/paved - good quality,"Yes, very safe","Yes, always",180,160,5,5,120,Yes,2,Very Satisfied,Yes,1.5,30,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,2180
8.6723108,39.037128,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Very Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,1,Garbage pit/buried,2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Other (specify),No,3,4,Electric connection through power lines/solar power,No Food Cooked,Gravel,"Yes, very safe","Yes, always",60,50,10,20,40,Yes,1.5,Very Satisfied,Yes,.5,10,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,2181
8.6625671,39.050991,Public Tap /Standpipe Water,Outside the yard,Yes,3,No,No,Satisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),No,,Garbage pit/buried,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,No,2,12,Electric connection through power lines/solar power,Animal Dung,Dirt,"No, very unsafe","No, not at all",180,160,10,60,120,Yes,2,Dissatisfied,No,1.5,10,Satisfied,Satisfied,Satisfied,Dissatisfied,2182
8.6682215,39.040459,Protected dug well,In own yard/plot,No,,No,No,Very Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,1,Skip (dumpster),10,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Card,No,4,3,Electric connection through power lines/solar power,Animal Dung,Dirt,"No, somewhat unsafe",Rarely,180,160,10,10,60,Yes,2,Very Satisfied,Yes,1,15,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,2183
8.6622181,39.056122,Public Tap /Standpipe Water,Outside the yard,No,,Yes,Yes,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Garbage pit/buried,4,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,2,4,Electric connection through power lines/solar power,Animal Dung,Tarmac/asphalt/paved - good quality,"Yes, very safe","Yes, always",180,160,10,10,90,Yes,2,Dissatisfied,Yes,2.5,30,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,2184
8.6797266,39.041443,Public Tap /Standpipe Water,Outside the yard,Yes,5,No,No,Dissatisfied,Yes,,,,,No facility/bush,,No,,Skip (dumpster),5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,10,2,Electric connection through power lines/solar power,Animal Dung,Tarmac/asphalt/paved - good quality,"Yes, very safe","Yes, always",180,160,5,5,90,No,2.5,Dissatisfied,Yes,2.5,30,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,2185
8.6754255,39.033882,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Very Satisfied,Yes,,,,,No facility/bush,,No,,Skip (dumpster),2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,No,1,2,Electric connection through power lines/solar power,Animal Dung,Dirt,"Yes, somewhat safe","Yes, most of the time",180,120,10,10,90,Yes,2,Satisfied,Yes,1,5,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,2186
8.6726513,39.035004,Public Tap /Standpipe Water,Outside the yard,Yes,2,Yes,No,Very Dissatisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),No,,Skip (dumpster),2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Other (specify),No,2,2,Electric connection through power lines/solar power,Animal Dung,Dirt,"No, somewhat unsafe",Rarely,180,120,20,20,90,Yes,5,Satisfied,Yes,2,5,Satisfied,Satisfied,Satisfied,Satisfied,2187
8.6725626,39.038231,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,8,Garbage pit/buried,2,No,,A hole in the yard or outside,No,No,Yes,Utility company/government,Cash to neighbors,Yes,8,2,Electric connection through power lines/solar power,Animal Dung,Dirt,"No, somewhat unsafe","Yes, most of the time",120,110,15,15,60,Yes,8,Satisfied,No,3,15,Satisfied,Satisfied,Satisfied,Satisfied,2188
8.6620874,39.053497,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,2,Garbage pit/buried,10,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,1,12,Electric connection through power lines/solar power,Electricity,Dirt,"No, somewhat unsafe","Yes, most of the time",120,110,10,20,60,Yes,5,Neutral,No,1,15,Very Satisfied,Very Satisfied,Satisfied,Satisfied,2189
8.661541,39.049545,Protected dug well,Outside the yard,No,,No,No,Very Satisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),No,,Garbage pit/buried,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,No,2,3,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,120,90,10,25,45,No,5,Very Satisfied,Yes,2,5,Satisfied,Dissatisfied,Dissatisfied,Neutral,2190
8.6606178,39.052799,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),Yes,2,Burning,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,2,1,Electric connection through power lines/solar power,No Food Cooked,Dirt,"No, somewhat unsafe",Rarely,120,90,15,20,60,No,3,Satisfied,Yes,1,5,Satisfied,Satisfied,Satisfied,Dissatisfied,2191
8.7431068,38.992191,Home Piped Water,In own yard/plot,Yes,15,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,6,Collected by local authority,5,Yes,Weekly,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Electricity,Cobblestone,"Yes, very safe","Yes, always",120,115,5,5,60,Yes,3,Satisfied,Yes,1,10,Satisfied,Satisfied,Satisfied,Satisfied,2192
8.6701078,39.04084,Public Tap /Standpipe Water,Outside the yard,No,,Yes,No,Dissatisfied,No,Protected dug well,In own yard/plot,,No,Pit latrine,Deep (more than 3 meters),No,,Skip (dumpster),5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,3,12,Electric connection through power lines/solar power,Animal Dung,Dirt,"No, somewhat unsafe",Rarely,120,115,10,15,60,No,3,Dissatisfied,Yes,1,15,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,2193
8.6630163,39.052292,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Garbage pit/buried,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,3,1,Electric connection through power lines/solar power,Animal Dung,Dirt,"No, somewhat unsafe",Rarely,180,160,5,10,90,Yes,5,Satisfied,Yes,2.5,30,Satisfied,Satisfied,Satisfied,Satisfied,2194
8.6927471,38.89209,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Very Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Skip (dumpster),5,No,,Discharge in open area/compound,No,No,No,,,,,,Torch/flashlight/electric lantern,Animal Dung,Dirt,"Yes, somewhat safe","Yes, most of the time",180,160,5,30,90,Yes,1,Satisfied,Yes,1,10,Satisfied,Satisfied,Satisfied,Satisfied,2195
