eaelectricity,eapipedwater,easewage,eacellphone,eapostoffice,easchool,eapolicestation,eahealthclinic,eamarketstalls,eabank,earoad,eateacherservices,eamedicalservices,eahouseholdservices,eapoliceservices,eadocumentservices,eacourtservices,eametalroof,eagrassroof,eatileroof,eaformalhouse,eatraditionalhouse,eaflat,eanofood,eanowater,eanomedicine,eanofuel,eanocash,eaage,eaeducationlevel,ealivingconditions,earelativelivingconditions,eaownradio,eaowntelevision
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.5333333200000001,0.0,0.6000000000000001,0.7,0.0,0.625,0.25,0.125,0.75,0.25,0.0,0.5357142857142857,0.3125,0.5161290322580645,0.37037037037037035,0.78125,0.6804236659764022,0.5416666666666667,0.3125,0.464285725,0.875,0.625
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,0.57142856,0.6000000000000001,0.6000000000000001,0.7750000000000001,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09375,0.03225806451612903,0.0,0.375,0.3173849505255952,0.6666666666666667,0.40625,0.5625,0.875,0.75
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.65714288,0.5,0.5333333200000001,0.6000000000000001,0.6000000000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.39285714285714285,0.0625,0.1935483870967742,0.1111111111111111,0.46875,0.41197954539658005,0.49999999999999994,0.375,0.4375,1.0,0.375
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6400000000000001,0.66666666,0.73333334,0.8,0.6400000000000001,0.8,0.875,0.125,0.0,1.0,0.0,0.0,0.21428571428571427,0.0625,0.29032258064516125,0.1111111111111111,0.40625,0.17932797422740093,0.6666666666666667,0.3125,0.53125,0.625,0.125
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.8,0.7,0.6333333400000001,0.0,0.75,0.25,0.0,0.875,0.125,0.0,0.03571428571428571,0.0,0.0,0.037037037037037035,0.21875,0.1285609879578114,0.625,0.34375,0.53125,0.875,0.625
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.6000000000000001,0.5,0.52,0.0,1.0,0.0,0.0,0.875,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.2764791797705746,0.7916666666666667,0.71875,0.75,0.625,0.625
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56,0.6333333400000001,0.7,0.66666666,0.55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.0,0.0967741935483871,0.07407407407407407,0.3125,0.4401022627906566,0.49999999999999994,0.5625,0.5,0.75,0.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9333333400000001,1.0,0.0,0.8666666600000001,0.0,0.375,0.0,0.375,0.125,0.0,0.0,0.39285714285714285,0.4375,0.6774193548387096,0.6666666666666666,0.75,0.33272461455872787,0.4583333333333333,0.3125,0.35714287499999997,0.625,0.75
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7,0.8,0.0,0.0,0.8,0.6000000000000001,0.875,0.125,0.0,0.5,0.5,0.0,0.46428571428571425,0.46875,0.5806451612903225,0.1111111111111111,0.71875,0.28414901178714097,0.37499999999999994,0.28125,0.4375,0.875,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.8,0.0,1.0,0.0,0.375,0.5,0.125,0.0,0.75,0.0,0.2857142857142857,0.6875,0.6774193548387096,0.4074074074074074,0.9375,0.5704894070722846,0.3333333333333333,0.375,0.5,0.75,0.375
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.6400000000000001,0.8,0.6000000000000001,0.95,0.8,0.75,0.0,0.25,0.75,0.0,0.0,0.39285714285714285,0.0625,0.45161290322580644,0.3333333333333333,0.75,0.43243243077409027,0.24999999999999994,0.21875,0.5714286,0.875,0.75
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.73333334,0.9000000000000001,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.5,0.5,0.0,0.6071428571428571,0.75,0.7419354838709677,0.4074074074074074,0.75,0.24324324103212042,0.24999999999999994,0.15625,0.34375,0.375,0.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7,0.66666666,0.4,0.5,0.66666666,0.6000000000000001,0.875,0.125,0.0,0.625,0.375,0.0,0.3571428571428571,0.25,0.6451612903225806,0.4444444444444444,0.75,0.388970049346881,0.3333333333333333,0.3125,0.34375,0.75,0.125
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,0.8,0.8,0.0,0.8,0.0,0.125,0.75,0.125,0.0,0.75,0.0,0.5714285714285714,0.8125,0.6451612903225806,0.3333333333333333,0.78125,0.30715850783684,0.2916666666666667,0.28125,0.35714287499999997,0.625,0.125
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.76,0.76,0.75,0.8,0.6000000000000001,0.9000000000000001,0.875,0.125,0.0,0.75,0.25,0.0,0.3571428571428571,0.46875,0.5806451612903225,0.5925925925925926,0.59375,0.4170927667409577,0.6666666666666667,0.28125,0.65625,0.875,0.75
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.8,0.0,0.8,0.0,0.625,0.125,0.25,0.0,0.25,0.0,0.2857142857142857,0.53125,0.5806451612903225,0.07407407407407407,0.6875,0.30715850783684,0.37499999999999994,0.28125,0.39285712500000003,1.0,0.375
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5333333200000001,0.7,0.6000000000000001,0.0,0.6000000000000001,0.0,0.75,0.125,0.125,0.25,0.25,0.0,0.5714285714285714,0.375,0.6451612903225806,0.5555555555555556,0.78125,0.3224981718699727,0.5416666666666667,0.25,0.5,1.0,0.75
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.75,0.25,0.0,0.3571428571428571,0.5,0.29032258064516125,0.14814814814814814,0.5,0.42987582010190156,0.4583333333333333,0.1875,0.625,0.625,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.25,0.125,0.5,0.28125,0.3870967741935484,0.1111111111111111,0.5625,0.3250547825421615,0.3333333333333333,0.15625,0.34375,0.75,0.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6000000000000001,0.8,0.0,0.0,0.6000000000000001,0.0,1.0,0.0,0.0,0.75,0.25,0.0,0.3214285714285714,0.21875,0.3225806451612903,0.3333333333333333,0.53125,0.30715850783684,0.16666666666666669,0.21875,0.375,0.75,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.66666666,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.625,0.375,0.0,0.5,0.25,0.25806451612903225,0.37037037037037035,0.71875,0.1767713635552121,0.625,0.21875,0.285714275,0.375,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.375,0.0,0.5714285714285714,0.25,0.3225806451612903,0.14814814814814814,0.6875,0.51680058295632,0.24999999999999994,0.28125,0.3125,0.75,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4,0.4,0.0,0.0,1.0,0.0,0.875,0.125,0.0,0.625,0.375,0.0,0.5357142857142857,0.375,0.45161290322580644,0.1111111111111111,0.59375,0.6395178952213818,0.20833333333333331,0.1875,0.34375,0.625,0.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,0.25,0.125,0.25,0.625,0.0,0.6428571428571428,0.46875,0.29032258064516125,0.2222222222222222,0.71875,0.5113221344377563,0.37499999999999994,0.28125,0.21428570000000002,0.75,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.4,0.4,0.0,0.4,0.0,0.4,0.875,0.125,0.0,0.75,0.25,0.0,0.6071428571428571,0.53125,0.45161290322580644,0.5555555555555556,0.5625,0.5295836363172641,0.125,0.21875,0.34375,0.875,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7,0.7,0.0,0.0,0.6000000000000001,0.0,0.75,0.25,0.0,0.5,0.5,0.0,0.42857142857142855,0.25,0.25806451612903225,0.18518518518518517,0.625,0.611395177827305,0.20833333333333331,0.21875,0.21428570000000002,0.625,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4,0.4,0.8,0.0,0.0,0.0,0.75,0.25,0.0,0.5,0.5,0.0,0.6428571428571428,0.40625,0.3548387096774194,0.14814814814814814,0.65625,0.5628195750557181,0.08333333333333331,0.15625,0.32142859999999995,0.875,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.625,0.375,0.0,0.5714285714285714,0.53125,0.45161290322580644,0.1111111111111111,0.6875,0.2406866303599317,0.49999999999999994,0.1875,0.42857140000000005,0.625,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.4,0.6000000000000001,0.4,0.0,0.0,0.75,0.125,0.125,0.625,0.375,0.0,0.46428571428571425,0.1875,0.3548387096774194,0.1111111111111111,0.5625,0.41197954539658005,0.4166666666666667,0.25,0.39285712500000003,0.875,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.5,0.5,0.0,0.5357142857142857,0.5,0.3870967741935484,0.2222222222222222,0.53125,0.4349890414462791,0.125,0.0625,0.28125,0.625,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.55,0.0,0.0,0.0,0.0,0.875,0.0,0.125,0.375,0.625,0.0,0.42857142857142855,0.1875,0.22580645161290322,0.037037037037037035,0.53125,0.5372534683338304,0.08333333333333331,0.178571425,0.333333325,0.375,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.66666666,0.8,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.375,0.0,0.42857142857142855,0.1875,0.29032258064516125,0.07407407407407407,0.625,0.2918188438037073,0.5833333333333333,0.285714275,0.42857140000000005,0.75,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.6000000000000001,0.8,0.0,0.0,0.0,0.83333331,0.16666667,0.0,0.5,0.33333334,0.0,0.42857142857142855,0.125,0.21505375741935484,0.0,0.583333325,0.5381056991617406,0.16666666666666669,0.20833334999999997,0.16666665000000003,0.83333331,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.66666666,1.0,0.4,0.0,0.0,0.625,0.375,0.0,0.25,0.75,0.0,0.42857142857142855,0.4375,0.3225806451612903,0.14814814814814814,0.5,0.36596055329718197,0.125,0.21875,0.285714275,0.875,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.46666668,0.8,0.0,0.0,0.9000000000000001,0.0,1.0,0.0,0.0,0.625,0.375,0.0,0.39285714285714285,0.34375,0.29032258064516125,0.07407407407407407,0.53125,0.4886778655622435,0.4166666666666667,0.15625,0.5,0.875,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6000000000000001,0.4,0.0,0.6000000000000001,0.4,0.0,1.0,0.0,0.0,0.625,0.375,0.0,0.25,0.40625,0.25806451612903225,0.037037037037037035,0.46875,0.2739225690983858,0.4583333333333333,0.25,0.25,0.75,0.125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.4,0.0,0.6000000000000001,0.0,0.0,0.85714287,0.14285715,0.0,0.71428573,0.2857143,0.0,0.24489796285714285,0.14285715,0.14746544516129031,0.0,0.607142875,0.3535427271104243,0.4285714666666666,0.25,0.541666675,0.71428573,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6000000000000001,0.7,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.25,0.0,0.5,0.25,0.25806451612903225,0.07407407407407407,0.5,0.4068663240522025,0.16666666666666669,0.21875,0.21428570000000002,0.5,0.125
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.65,0.4,0.0,0.0,0.7,0.0,0.5,0.25,0.125,0.25,0.625,0.0,0.46428571428571425,0.28125,0.29032258064516125,0.14814814814814814,0.59375,0.3020452864924625,0.3333333333333333,0.125,0.21428570000000002,0.625,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9000000000000001,0.5,0.0,0.0,0.8,0.0,0.875,0.125,0.0,0.625,0.25,0.0,0.6071428571428571,0.34375,0.25806451612903225,0.0,0.65625,0.40942293472439134,0.24999999999999994,0.21875,0.3125,0.5,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.375,0.0,0.5,0.40625,0.29032258064516125,0.2962962962962963,0.625,0.3378378359031054,0.5416666666666667,0.10714287500000003,0.32142859999999995,0.75,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5333333200000001,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.125,0.125,0.39285714285714285,0.34375,0.29032258064516125,0.18518518518518517,0.5625,0.31482833985340636,0.75,0.1875,0.40625,1.0,0.125
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.25,0.125,0.42857142857142855,0.4375,0.3870967741935484,0.2962962962962963,0.59375,0.31227172918121754,0.5416666666666667,0.21875,0.5,0.75,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.66666666,0.5333333200000001,0.0,0.0,0.6000000000000001,0.0,1.0,0.0,0.0,0.75,0.25,0.0,0.25,0.15625,0.22580645161290322,0.2962962962962963,0.40625,0.5270270256450753,0.625,0.28125,0.5,0.875,0.125
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.73333334,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.625,0.375,0.0,0.5,0.34375,0.4193548387096774,0.2222222222222222,0.53125,0.42476259875752403,0.08333333333333331,0.15625,0.25,0.875,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6000000000000001,0.7,0.0,0.0,0.4,0.0,0.875,0.0,0.125,0.375,0.5,0.125,0.5,0.53125,0.45161290322580644,0.1111111111111111,0.53125,0.49123447623443234,0.16666666666666669,0.15625,0.32142859999999995,0.625,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.625,0.25,0.0,0.46428571428571425,0.5,0.22580645161290322,0.18518518518518517,0.46875,0.5084003170442668,0.125,0.35714287499999997,0.375,0.5,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.46666668,0.5333333200000001,0.0,0.0,0.8,0.0,0.875,0.125,0.0,0.625,0.375,0.0,0.3214285714285714,0.46875,0.1935483870967742,0.0,0.46875,0.4733382015291108,0.2916666666666667,0.35714287499999997,0.21428570000000002,0.75,0.0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6000000000000001,0.4,1.0,0.0,1.0,0.0,0.875,0.125,0.0,0.75,0.125,0.125,0.3571428571428571,0.53125,0.45161290322580644,0.37037037037037035,0.40625,0.43243243077409027,0.3333333333333333,0.3125,0.59375,0.875,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.5,1.0,0.6000000000000001,0.8,0.4,0.875,0.125,0.0,0.5,0.5,0.0,0.5357142857142857,0.4375,0.25806451612903225,0.2222222222222222,0.40625,0.43243243077409027,0.2916666666666667,0.21875,0.28125,0.75,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.8,0.4,1.0,0.8,0.8,0.875,0.125,0.0,0.875,0.125,0.0,0.5,0.46875,0.5161290322580645,0.14814814814814814,0.5,0.42987582010190156,0.24999999999999994,0.178571425,0.35714287499999997,0.75,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5333333200000001,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.375,0.0,0.39285714285714285,0.34375,0.3548387096774194,0.1111111111111111,0.3125,0.20404189102714948,0.37499999999999994,0.34375,0.333333325,0.75,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6000000000000001,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.5,0.25,0.125,0.39285714285714285,0.25,0.1935483870967742,0.07407407407407407,0.28125,0.4733382015291108,0.37499999999999994,0.15625,0.53125,1.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6000000000000001,0.6000000000000001,0.0,0.4,0.0,0.4,0.875,0.0,0.0,0.5,0.125,0.25,0.46428571428571425,0.1875,0.3870967741935484,0.37037037037037035,0.53125,0.42476259875752403,0.24999999999999994,0.25,0.3125,0.625,0.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.66666666,0.8,0.7,0.7,0.8,1.0,0.0,0.0,0.875,0.0,0.0,0.39285714285714285,0.375,0.3548387096774194,0.37037037037037035,0.40625,0.46311175884035566,0.49999999999999994,0.15625,0.59375,0.875,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.0,0.0,0.4,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6318480632048153,0.8333333333333333,0.5625,0.625,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.07142857142857142,0.125,0.0,0.14814814814814814,0.1875,0.4528853161516006,0.49999999999999994,0.375,0.4375,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.06451612903225806,0.07407407407407407,0.125,0.22790357699898772,0.49999999999999994,0.625,0.5625,0.25,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.0,0.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42731920942971274,1.0,0.8125,0.875,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5,0.6000000000000001,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21428571428571427,0.1875,0.25806451612903225,0.07407407407407407,0.3125,0.18188458489958964,0.6666666666666667,0.6875,0.625,0.75,1.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6000000000000001,0.5333333200000001,0.0,0.4,0.4,0.4,0.0,0.0,0.5,1.0,0.0,0.0,0.14285714285714285,0.0625,0.1935483870967742,0.14814814814814814,0.3125,0.6165083991716827,0.5833333333333333,0.375,0.375,0.5,1.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6000000000000001,0.5,0.5,0.5,0.5,0.6000000000000001,0.25,0.0,0.25,1.0,0.0,0.0,0.5714285714285714,0.1875,0.1935483870967742,0.37037037037037035,0.5,0.4222059880853352,0.5833333333333333,0.5625,0.5,0.75,1.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.65,0.6000000000000001,0.7,0.8,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.07142857142857142,0.0,0.0,0.0,0.1875,0.18188458489958964,0.5833333333333333,0.75,0.9375,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5333333200000001,0.4,0.4,0.6000000000000001,0.5333333200000001,0.6000000000000001,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21767713431023267,0.9166666666666667,0.75,0.6875,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6000000000000001,0.4,0.6000000000000001,0.66666666,0.6000000000000001,0.0,0.0,0.25,1.0,0.0,0.0,0.5,0.0,0.0,0.4444444444444444,0.4375,0.3506208892640493,0.5833333333333333,0.5,0.1875,1.0,0.75
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.46666668,0.4,0.7,0.8,0.6000000000000001,0.6000000000000001,0.75,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.125,0.1935483870967742,0.14814814814814814,0.1875,0.5449233003503968,0.6666666666666667,0.4375,0.4375,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46666668,0.5,0.66666666,0.8,0.5,0.8,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.1875,0.12903225806451613,0.2222222222222222,0.1875,0.60116873513855,0.9166666666666667,0.75,0.5,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5333333200000001,0.6000000000000001,0.8,0.6000000000000001,0.7,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.4886778655622435,0.6666666666666667,0.6875,0.625,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.7,0.6000000000000001,0.7,0.4,0.6000000000000001,0.75,0.0,0.0,1.0,0.0,0.0,0.21428571428571427,0.0625,0.25806451612903225,0.0,0.1875,0.5091307509397538,0.4166666666666667,0.75,0.625,0.75,1.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.55,0.5,0.5,0.6000000000000001,0.6000000000000001,0.75,0.0,0.0,0.75,0.0,0.0,0.3571428571428571,0.375,0.3870967741935484,0.07407407407407407,0.375,0.3710737746415596,0.49999999999999994,0.75,0.4375,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5333333200000001,0.7,0.4,0.7,0.4,0.6000000000000001,0.25,0.0,0.0,0.75,0.0,0.0,0.07142857142857142,0.1875,0.12903225806451613,0.2962962962962963,0.25,0.44265887346284544,0.5833333333333333,0.5625,0.5,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.46666668,0.66666666,0.6000000000000001,0.66666666,0.8,0.6000000000000001,0.75,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.125,0.1935483870967742,0.2222222222222222,0.1875,0.3046018971646512,0.75,0.5625,0.375,0.5,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46666668,0.5333333200000001,0.8,0.6000000000000001,0.46666668,0.5,0.25,0.0,0.0,0.75,0.25,0.0,0.14285714285714285,0.0,0.0,0.0,0.1875,0.3506208892640493,0.6666666666666667,0.75,0.625,1.0,0.75
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.55,0.6000000000000001,0.5,0.5333333200000001,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.07142857142857142,0.0625,0.12903225806451613,0.2222222222222222,0.375,0.60116873513855,0.5833333333333333,0.5,0.75,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46666668,0.46666668,0.6000000000000001,0.66666666,0.6000000000000001,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.0625,0.0,0.0,0.25,0.11029948607830381,0.6666666666666667,0.625,0.5625,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.75,0.6000000000000001,0.8500000000000001,0.6000000000000001,0.8,0.5,0.0,0.0,0.75,0.0,0.0,0.2857142857142857,0.0625,0.25806451612903225,0.2222222222222222,0.625,0.4733382015291108,0.6666666666666667,0.4375,0.25,0.75,0.5
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7,0.8,0.8,0.6000000000000001,0.8,1.0,0.0,0.0,0.75,0.25,0.0,0.14285714285714285,0.0,0.06451612903225806,0.07407407407407407,0.1875,0.27903579044276344,0.75,0.3125,0.5625,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5,0.7,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.0625,0.0,0.0,0.125,0.4528853161516006,0.6666666666666667,0.625,0.5625,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.7,0.8,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6062819564829276,0.5833333333333333,0.625,0.5625,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6000000000000001,0.6000000000000001,0.5333333200000001,0.8,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483564644217866,0.9166666666666667,0.875,0.8125,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6000000000000001,0.6000000000000001,0.46666668,0.6000000000000001,0.75,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.1875,0.1935483870967742,0.2222222222222222,0.1875,0.5909422924497949,0.75,0.6875,0.5,1.0,1.0
